datetime,season,holiday,workingday,weather,temp,atemp,count
2011-01-10 10:00,1,0,1,2,5.74,6.06,31
2011-01-10 11:00,1,0,1,2,6.56,6.82,30
2011-01-10 12:00,1,0,1,2,8.2,9.09,52
2011-01-10 13:00,1,0,1,2,8.2,9.09,54
2011-01-10 14:00,1,0,1,2,8.2,9.85,47
2011-01-10 15:00,1,0,1,2,8.2,9.85,45
2011-01-10 16:00,1,0,1,1,8.2,10.605,74
2011-01-10 17:00,1,0,1,1,8.2,11.365,178
2011-01-10 18:00,1,0,1,1,8.2,9.85,155
2011-01-10 19:00,1,0,1,1,6.56,8.335,95
2011-01-10 20:00,1,0,1,1,6.56,8.335,74
2011-01-10 21:00,1,0,1,1,5.74,6.82,38
2011-01-10 22:00,1,0,1,1,5.74,7.575,24
2011-01-10 23:00,1,0,1,1,5.74,7.575,18
2011-01-11 0:00,1,0,1,1,5.74,8.335,12
2011-01-11 1:00,1,0,1,1,5.74,7.575,3
2011-01-11 2:00,1,0,1,2,6.56,7.575,3
2011-01-11 5:00,1,0,1,2,6.56,9.09,6
2011-01-11 6:00,1,0,1,2,6.56,9.09,27
2011-01-11 7:00,1,0,1,2,6.56,11.365,99
2011-01-11 8:00,1,0,1,2,7.38,10.605,217
2011-01-11 9:00,1,0,1,2,7.38,9.85,130
2011-01-11 10:00,1,0,1,2,8.2,10.605,54
2011-01-11 11:00,1,0,1,2,8.2,10.605,35
2011-01-11 12:00,1,0,1,2,8.2,11.365,57
2011-01-11 13:00,1,0,1,2,8.2,11.365,52
2011-01-11 14:00,1,0,1,2,8.2,11.365,63
2011-01-11 15:00,1,0,1,2,6.56,9.85,47
2011-01-11 16:00,1,0,1,2,6.56,7.575,76
2011-01-11 17:00,1,0,1,2,6.56,7.575,136
2011-01-11 18:00,1,0,1,3,6.56,9.09,95
2011-01-11 19:00,1,0,1,3,6.56,11.365,51
2011-01-11 20:00,1,0,1,3,6.56,7.575,32
2011-01-11 21:00,1,0,1,3,6.56,9.85,20
2011-01-11 22:00,1,0,1,3,6.56,9.09,29
2011-01-11 23:00,1,0,1,3,6.56,9.85,19
2011-01-12 0:00,1,0,1,2,6.56,9.85,7
2011-01-12 1:00,1,0,1,2,6.56,9.09,6
2011-01-12 2:00,1,0,1,1,5.74,7.575,1
2011-01-12 5:00,1,0,1,1,5.74,7.575,5
2011-01-12 6:00,1,0,1,1,4.92,7.575,16
2011-01-12 7:00,1,0,1,1,5.74,7.575,54
2011-01-12 8:00,1,0,1,1,6.56,8.335,128
2011-01-12 9:00,1,0,1,1,6.56,6.82,81
2011-01-12 10:00,1,0,1,1,7.38,9.09,39
2011-01-12 11:00,1,0,1,1,8.2,9.09,35
2011-01-12 12:00,1,0,1,1,8.2,7.575,55
2011-01-12 13:00,1,0,1,1,9.02,9.85,49
2011-01-12 14:00,1,0,1,1,8.2,9.09,44
2011-01-12 15:00,1,0,1,1,8.2,8.335,49
2011-01-12 16:00,1,0,1,1,9.02,9.85,68
2011-01-12 17:00,1,0,1,1,8.2,9.09,139
2011-01-12 18:00,1,0,1,1,8.2,7.575,137
2011-01-12 19:00,1,0,1,1,7.38,7.575,83
2011-01-12 20:00,1,0,1,1,6.56,6.82,56
2011-01-12 21:00,1,0,1,1,6.56,6.82,57
2011-01-12 22:00,1,0,1,1,6.56,6.06,33
2011-01-12 23:00,1,0,1,1,5.74,5.305,20
2011-01-13 0:00,1,0,1,1,5.74,6.06,7
2011-01-13 1:00,1,0,1,1,5.74,6.06,2
2011-01-13 2:00,1,0,1,1,5.74,6.06,2
2011-01-13 3:00,1,0,1,1,5.74,6.06,3
2011-01-13 4:00,1,0,1,1,5.74,6.06,4
2011-01-13 5:00,1,0,1,1,5.74,6.06,3
2011-01-13 6:00,1,0,1,1,4.92,7.575,28
2011-01-13 7:00,1,0,1,1,4.92,7.575,72
2011-01-13 8:00,1,0,1,1,5.74,6.82,202
2011-01-13 9:00,1,0,1,1,5.74,6.06,139
2011-01-13 10:00,1,0,1,2,6.56,6.82,38
2011-01-13 11:00,1,0,1,2,8.2,8.335,37
2011-01-13 12:00,1,0,1,1,8.2,8.335,52
2011-01-13 13:00,1,0,1,1,9.02,9.85,83
2011-01-13 14:00,1,0,1,1,9.02,9.85,42
2011-01-13 15:00,1,0,1,1,9.84,10.605,60
2011-01-13 16:00,1,0,1,1,9.84,10.605,78
2011-01-13 17:00,1,0,1,1,8.2,9.09,162
2011-01-13 18:00,1,0,1,1,8.2,9.09,144
2011-01-13 19:00,1,0,1,1,6.56,7.575,99
2011-01-13 20:00,1,0,1,1,6.56,7.575,64
2011-01-13 21:00,1,0,1,1,5.74,6.06,40
2011-01-13 22:00,1,0,1,1,5.74,6.06,30
2011-01-13 23:00,1,0,1,1,4.92,6.82,15
2011-01-14 0:00,1,0,1,1,4.92,6.82,14
2011-01-14 1:00,1,0,1,1,4.1,6.06,5
2011-01-14 2:00,1,0,1,1,4.1,6.06,1
2011-01-14 3:00,1,0,1,1,4.1,6.82,1
2011-01-14 5:00,1,0,1,1,4.1,6.82,8
2011-01-14 6:00,1,0,1,1,4.1,9.09,17
2011-01-14 7:00,1,0,1,1,4.1,6.06,70
2011-01-14 8:00,1,0,1,1,4.92,8.335,158
2011-01-14 9:00,1,0,1,1,5.74,7.575,117
2011-01-14 10:00,1,0,1,1,7.38,9.09,44
2011-01-14 11:00,1,0,1,1,7.38,8.335,53
2011-01-14 12:00,1,0,1,1,8.2,9.85,61
2011-01-14 13:00,1,0,1,1,9.02,9.85,77
2011-01-14 14:00,1,0,1,1,9.02,10.605,64
2011-01-14 15:00,1,0,1,1,9.84,12.12,68
2011-01-14 16:00,1,0,1,1,9.02,12.12,90
2011-01-14 17:00,1,0,1,1,9.02,11.365,159
2011-01-14 18:00,1,0,1,1,8.2,12.88,139
2011-01-14 19:00,1,0,1,1,6.56,9.85,92
2011-01-14 20:00,1,0,1,1,7.38,12.12,68
2011-01-14 21:00,1,0,1,1,6.56,11.365,52
2011-01-14 22:00,1,0,1,2,6.56,11.365,36
2011-01-14 23:00,1,0,1,2,7.38,12.12,27
2011-01-15 0:00,1,0,0,1,7.38,12.12,28
2011-01-15 1:00,1,0,0,2,6.56,9.85,20
2011-01-15 2:00,1,0,0,2,6.56,9.85,12
2011-01-15 3:00,1,0,0,2,6.56,11.365,8
2011-01-15 4:00,1,0,0,2,6.56,11.365,5
2011-01-15 5:00,1,0,0,1,6.56,11.365,1
2011-01-15 6:00,1,0,0,1,5.74,8.335,3
2011-01-15 7:00,1,0,0,1,5.74,10.605,10
2011-01-15 8:00,1,0,0,1,5.74,7.575,23
2011-01-15 9:00,1,0,0,1,6.56,9.09,33
2011-01-15 10:00,1,0,0,1,7.38,9.85,59
2011-01-15 11:00,1,0,0,1,8.2,9.85,72
2011-01-15 12:00,1,0,0,1,9.84,11.365,89
2011-01-15 13:00,1,0,0,1,11.48,12.88,101
2011-01-15 14:00,1,0,0,1,12.3,14.395,118
2011-01-15 15:00,1,0,0,2,13.12,15.91,129
2011-01-15 16:00,1,0,0,2,13.94,16.665,128
2011-01-15 17:00,1,0,0,2,13.12,15.15,83
2011-01-15 18:00,1,0,0,2,12.3,14.395,84
2011-01-15 19:00,1,0,0,2,13.12,15.15,74
2011-01-15 20:00,1,0,0,2,13.12,15.15,41
2011-01-15 21:00,1,0,0,2,13.12,15.15,57
2011-01-15 22:00,1,0,0,2,12.3,15.91,26
2011-01-15 23:00,1,0,0,1,12.3,14.395,44
2011-01-16 0:00,1,0,0,1,10.66,15.15,39
2011-01-16 1:00,1,0,0,1,10.66,13.635,23
2011-01-16 2:00,1,0,0,1,10.66,14.395,16
2011-01-16 3:00,1,0,0,1,9.02,13.635,15
2011-01-16 4:00,1,0,0,1,10.66,12.88,1
2011-01-16 5:00,1,0,0,2,10.66,12.88,2
2011-01-16 6:00,1,0,0,2,10.66,12.88,1
2011-01-16 7:00,1,0,0,2,9.84,10.605,3
2011-01-16 8:00,1,0,0,1,9.02,10.605,18
2011-01-16 9:00,1,0,0,1,9.02,10.605,32
2011-01-16 10:00,1,0,0,1,9.02,10.605,79
2011-01-16 11:00,1,0,0,1,9.84,11.365,93
2011-01-16 12:00,1,0,0,1,9.84,10.605,104
2011-01-16 13:00,1,0,0,1,10.66,11.365,118
2011-01-16 14:00,1,0,0,1,11.48,13.635,91
2011-01-16 15:00,1,0,0,1,10.66,12.12,113
2011-01-16 16:00,1,0,0,1,9.84,11.365,99
2011-01-16 17:00,1,0,0,1,9.02,10.605,105
2011-01-16 18:00,1,0,0,1,8.2,10.605,67
2011-01-16 19:00,1,0,0,1,7.38,9.85,61
2011-01-16 20:00,1,0,0,1,7.38,9.85,57
2011-01-16 21:00,1,0,0,1,7.38,9.85,28
2011-01-16 22:00,1,0,0,2,8.2,10.605,21
2011-01-16 23:00,1,0,0,2,8.2,11.365,18
2011-02-01 0:00,1,0,1,2,6.56,9.09,8
2011-02-01 1:00,1,0,1,2,6.56,9.09,3
2011-02-01 2:00,1,0,1,2,6.56,11.365,2
2011-02-01 3:00,1,0,1,2,6.56,11.365,2
2011-02-01 5:00,1,0,1,3,5.74,10.605,3
2011-02-01 6:00,1,0,1,3,5.74,10.605,22
2011-02-01 7:00,1,0,1,3,6.56,11.365,52
2011-02-01 8:00,1,0,1,3,6.56,11.365,135
2011-02-01 9:00,1,0,1,2,6.56,11.365,116
2011-02-01 10:00,1,0,1,2,6.56,11.365,47
2011-02-01 11:00,1,0,1,2,7.38,12.12,51
2011-02-01 12:00,1,0,1,2,8.2,12.88,55
2011-02-01 13:00,1,0,1,2,8.2,12.88,52
2011-02-01 14:00,1,0,1,2,9.02,12.88,54
2011-02-01 15:00,1,0,1,2,9.84,14.395,52
2011-02-01 16:00,1,0,1,2,9.84,12.12,64
2011-02-01 17:00,1,0,1,2,9.84,14.395,176
2011-02-01 18:00,1,0,1,2,9.84,12.88,168
2011-02-01 19:00,1,0,1,2,9.84,12.12,108
2011-02-01 20:00,1,0,1,2,9.02,11.365,74
2011-02-01 21:00,1,0,1,2,9.02,11.365,64
2011-02-01 22:00,1,0,1,2,9.02,12.88,36
2011-02-01 23:00,1,0,1,3,8.2,9.85,16
2011-02-02 0:00,1,0,1,3,9.02,12.12,2
2011-02-02 1:00,1,0,1,3,9.02,11.365,3
2011-02-02 2:00,1,0,1,3,9.02,11.365,4
2011-02-02 3:00,1,0,1,3,9.02,11.365,1
2011-02-02 4:00,1,0,1,3,9.02,10.605,1
2011-02-02 5:00,1,0,1,3,9.02,12.12,3
2011-02-02 6:00,1,0,1,3,9.02,12.12,18
2011-02-02 7:00,1,0,1,3,9.02,10.605,49
2011-02-02 8:00,1,0,1,3,9.02,10.605,155
2011-02-02 9:00,1,0,1,2,9.84,12.88,123
2011-02-02 10:00,1,0,1,2,9.02,13.635,61
2011-02-02 11:00,1,0,1,2,9.84,11.365,52
2011-02-02 12:00,1,0,1,2,9.84,11.365,64
2011-02-02 13:00,1,0,1,1,13.94,16.665,75
2011-02-02 14:00,1,0,1,1,15.58,19.695,63
2011-02-02 15:00,1,0,1,1,15.58,19.695,76
2011-02-02 16:00,1,0,1,1,14.76,16.665,103
2011-02-02 17:00,1,0,1,1,14.76,15.91,190
2011-02-02 18:00,1,0,1,1,13.94,14.395,182
2011-02-02 19:00,1,0,1,1,11.48,12.12,91
2011-02-02 20:00,1,0,1,1,9.84,9.85,75
2011-02-02 21:00,1,0,1,1,9.02,9.85,63
2011-02-02 22:00,1,0,1,1,9.02,10.605,40
2011-02-02 23:00,1,0,1,1,8.2,8.335,32
2011-02-03 0:00,1,0,1,1,8.2,8.335,12
2011-02-03 1:00,1,0,1,1,8.2,7.575,5
2011-02-03 2:00,1,0,1,1,7.38,8.335,2
2011-02-03 3:00,1,0,1,1,7.38,8.335,1
2011-02-03 5:00,1,0,1,1,6.56,6.82,2
2011-02-03 6:00,1,0,1,1,6.56,6.82,39
2011-02-03 7:00,1,0,1,1,5.74,6.06,87
2011-02-03 8:00,1,0,1,1,5.74,6.06,188
2011-02-03 9:00,1,0,1,1,6.56,6.82,133
2011-02-03 10:00,1,0,1,1,7.38,7.575,52
2011-02-03 11:00,1,0,1,1,7.38,6.82,64
2011-02-03 12:00,1,0,1,1,8.2,9.09,69
2011-02-03 13:00,1,0,1,1,8.2,8.335,51
2011-02-03 14:00,1,0,1,1,9.02,9.85,47
2011-02-03 15:00,1,0,1,1,9.02,9.85,60
2011-02-03 16:00,1,0,1,1,9.02,10.605,78
2011-02-03 17:00,1,0,1,1,8.2,9.85,175
2011-02-03 18:00,1,0,1,1,8.2,10.605,147
2011-02-03 19:00,1,0,1,1,8.2,12.88,96
2011-02-03 20:00,1,0,1,1,8.2,11.365,109
2011-02-03 21:00,1,0,1,1,7.38,10.605,54
2011-02-03 22:00,1,0,1,1,7.38,10.605,41
2011-02-03 23:00,1,0,1,1,8.2,11.365,38
2011-02-04 0:00,1,0,1,2,8.2,12.88,13
2011-02-04 1:00,1,0,1,2,6.56,11.365,7
2011-02-04 2:00,1,0,1,2,5.74,8.335,1
2011-02-04 3:00,1,0,1,2,5.74,8.335,1
2011-02-04 5:00,1,0,1,2,5.74,7.575,7
2011-02-04 6:00,1,0,1,2,6.56,11.365,28
2011-02-04 7:00,1,0,1,1,5.74,10.605,87
2011-02-04 8:00,1,0,1,1,5.74,7.575,220
2011-02-04 9:00,1,0,1,2,6.56,9.09,127
2011-02-04 10:00,1,0,1,2,8.2,10.605,51
2011-02-04 11:00,1,0,1,1,9.02,11.365,64
2011-02-04 12:00,1,0,1,2,9.84,12.12,86
2011-02-04 13:00,1,0,1,2,10.66,12.88,82
2011-02-04 14:00,1,0,1,2,11.48,13.635,91
2011-02-04 15:00,1,0,1,2,11.48,13.635,90
2011-02-04 16:00,1,0,1,2,12.3,14.395,99
2011-02-04 17:00,1,0,1,2,10.66,13.635,205
2011-02-04 18:00,1,0,1,2,9.84,12.88,155
2011-02-04 19:00,1,0,1,2,9.84,12.12,103
2011-02-04 20:00,1,0,1,2,9.84,12.12,71
2011-02-04 21:00,1,0,1,2,9.84,12.12,43
2011-02-04 22:00,1,0,1,2,9.84,12.12,46
2011-02-04 23:00,1,0,1,2,9.84,12.12,31
2011-02-05 0:00,1,0,0,2,9.84,12.12,39
2011-02-05 1:00,1,0,0,2,9.84,12.12,18
2011-02-05 2:00,1,0,0,2,9.84,12.12,17
2011-02-05 3:00,1,0,0,2,9.84,12.12,11
2011-02-05 4:00,1,0,0,3,9.02,11.365,8
2011-02-05 5:00,1,0,0,3,8.2,11.365,9
2011-02-05 6:00,1,0,0,3,8.2,12.88,4
2011-02-05 7:00,1,0,0,3,9.02,12.88,4
2011-02-05 8:00,1,0,0,3,8.2,11.365,10
2011-02-05 9:00,1,0,0,3,8.2,11.365,20
2011-02-05 10:00,1,0,0,3,8.2,10.605,34
2011-02-05 11:00,1,0,0,3,9.02,11.365,47
2011-02-05 12:00,1,0,0,3,9.02,11.365,52
2011-02-05 13:00,1,0,0,3,9.02,11.365,72
2011-02-05 14:00,1,0,0,3,9.02,13.635,55
